ApplicationType_Limit raise,ApplicationType_New credit,LoanGoal_Car,LoanGoal_Caravan / Camper,LoanGoal_Existing loan takeover,LoanGoal_Extra spending limit,LoanGoal_Home improvement,LoanGoal_Motorcycle,LoanGoal_Not speficied,LoanGoal_Other see explanation,LoanGoal_Remaining debt home,LoanGoal_Unknown,LoanGoal_other,RequestedAmount,CreditScore,timesincefirstcase,duration,FirstWithdrawalAmount,MonthlyCost,NumberOfTerms,OfferedAmount,open_cases,month,weekday,hour,treatment
0,1,0,0,0,0,0,0,0,0,0,0,1,10000.0,899,27.425446,33.456439,8304.0,247.52,80,0.0,1333,1,5,13,0
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,899,27.433939,24.496143,5000.0,50.0,138,5000.0,1836,2,3,10,0
0,1,0,0,1,0,0,0,0,0,0,0,0,11000.0,899,27.447231,53.43435,8304.0,247.52,80,0.0,1855,2,4,9,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899,27.454455,5.549187,5000.0,222.31,24,5000.0,1490,2,1,8,0
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,969,27.45931,73.449849,8304.0,500.0,32,15000.0,1686,3,1,8,1
0,1,0,0,1,0,0,0,0,0,0,0,0,6000.0,687,27.46848,27.513708,6000.0,102.69,70,6000.0,1530,2,2,8,0
0,1,1,0,0,0,0,0,0,0,0,0,0,11000.0,924,27.472823,10.649826,7000.0,150.0,90,11000.0,1333,1,5,13,0
0,1,1,0,0,0,0,0,0,0,0,0,0,45000.0,893,27.509397,21.605291,45000.0,470.67,120,45000.0,1826,2,2,17,1
0,1,1,0,0,0,0,0,0,0,0,0,0,8000.0,899,27.51137,34.370576,8000.0,155.83,60,8000.0,1467,2,0,18,0
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,899,27.519158,33.362412,10000.0,146.84,82,10000.0,1530,2,2,8,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899,27.524175,38.357339,5000.0,118.15,48,5000.0,1558,2,4,11,0
0,1,0,0,0,0,0,0,1,0,0,0,0,15700.0,899,27.887611,18.322129,8304.0,225.0,74,14000.0,1553,2,4,13,0
0,1,0,0,0,0,0,0,0,1,0,0,0,30000.0,899,27.899336,12.172151,30000.0,349.0,105,30000.0,1731,2,2,11,0
0,1,1,0,0,0,0,0,0,0,0,0,0,13000.0,899,27.907644,10.101324,13000.0,198.95,78,13000.0,1556,2,4,11,1
0,1,0,0,0,0,0,0,1,0,0,0,0,15000.0,899,27.931005,0.434021,15000.0,281.65,60,15000.0,1328,1,4,18,0
0,1,0,0,0,0,1,0,0,0,0,0,0,6000.0,899,27.937126,42.21429,6000.0,141.78,48,6000.0,1827,2,1,11,1
0,1,0,0,0,0,1,0,0,0,0,0,0,25000.0,899,27.956435,81.036567,11476.63,261.48,120,25000.0,1721,3,2,8,0
0,1,1,0,0,0,0,0,0,0,0,0,0,16500.0,799,27.959051,25.061435,15385.0,309.82,60,16500.0,1842,2,4,15,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,899,27.959326,38.990623,29000.0,303.32,120,29000.0,1687,3,1,7,1
0,1,0,0,1,0,0,0,0,0,0,0,0,6500.0,657,27.982848,14.185548,803.0,240.0,57,12000.0,1729,2,2,9,1
0,1,0,0,0,0,0,0,0,0,0,1,0,15000.0,606,27.990849,12.935477,15000.0,168.78,110,15000.0,1699,2,1,14,1
1,0,1,0,0,0,0,0,0,0,0,0,0,20000.0,899,27.997246,33.8848,8304.0,200.0,127,20000.0,1444,2,0,15,0
1,0,0,0,0,0,0,0,0,1,0,0,0,7500.0,820,28.002723,17.972344,8304.0,75.0,138,7500.0,1554,2,4,9,0
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,796,28.014103,14.02865,8304.0,150.0,127,15000.0,1482,2,1,10,0
0,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,956,28.014523,7.099642,10000.0,232.82,48,10000.0,1555,2,4,8,1
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,980,28.018734,23.844598,4184.0,113.1,114,10000.0,1729,2,2,11,1
0,1,0,0,0,0,0,0,0,1,0,0,0,15000.0,945,28.031119,9.984845,5230.0,157.59,120,15000.0,1538,2,3,16,1
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,899,28.031883,34.849877,5000.0,241.28,22,5000.0,1492,2,1,14,0
0,1,1,0,0,0,0,0,0,0,0,0,0,25000.0,899,28.047264,33.834836,25000.0,300.15,101,25000.0,1446,2,0,14,0
0,1,0,0,1,0,0,0,0,0,0,0,0,16000.0,899,28.049623,24.996012,8304.0,168.09,120,16000.0,1529,2,2,8,0
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,899,28.05098,11.08979,12000.0,150.0,127,15000.0,1333,1,5,15,0
0,1,0,0,1,0,0,0,0,0,0,0,0,20000.0,899,28.05912,7.172304,8304.0,260.0,89,19500.0,1432,2,0,11,0
0,1,0,0,1,0,0,0,0,0,0,0,0,20000.0,899,28.068859,13.934278,8304.0,200.0,127,20000.0,1476,2,0,19,0
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,899,28.072899,16.989012,8304.0,125.0,45,5000.0,1714,2,4,10,1
0,1,1,0,0,0,0,0,0,0,0,0,0,8000.0,721,28.074665,52.848544,7671.0,296.45,100,24400.0,1699,3,1,9,1
0,1,0,0,1,0,0,0,0,0,0,0,0,8000.0,899,28.077188,33.80416,8304.0,299.8,30,8300.0,1443,2,0,12,0
0,1,0,0,0,0,1,0,0,0,0,0,0,30000.0,905,28.079255,18.960296,1000.0,360.0,126,36000.0,1826,2,1,11,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1017,28.080921,23.804632,156.0,161.79,120,15400.0,1528,2,2,10,1
0,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,719,28.093931,13.987675,10000.0,136.12,90,10000.0,1640,2,0,9,1
0,1,1,0,0,0,0,0,0,0,0,0,0,16000.0,956,28.100314,11.152766,8304.0,200.0,96,16000.0,1333,1,5,15,0
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,857,28.104122,21.911538,4500.0,150.0,58,7500.0,1842,2,3,12,1
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,899,28.114148,30.768891,8304.0,300.0,56,15000.0,1691,2,0,7,0
1,0,0,0,0,0,1,0,0,0,0,0,0,18500.0,899,28.129924,6.834724,1000.0,185.0,127,18500.0,1529,2,2,9,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1022,28.1373,14.069791,8304.0,465.0,48,20200.0,1733,2,2,10,1
0,1,0,0,1,0,0,0,0,0,0,0,0,25000.0,832,28.141676,25.772735,21000.0,440.43,53,21000.0,1785,2,1,14,1
0,1,0,0,0,0,0,0,0,1,0,0,0,5000.0,899,28.142356,33.739134,8304.0,100.0,58,5000.0,1556,2,4,9,0
0,1,0,0,0,0,0,0,0,1,0,0,0,5000.0,899,28.1588,12.957298,5000.0,241.28,22,5000.0,1701,2,1,9,1
0,1,0,0,0,0,0,0,0,0,1,0,0,48000.0,899,28.166444,33.715113,48000.0,502.05,120,48000.0,1429,2,0,10,0
0,1,0,0,1,0,0,0,0,0,0,0,0,9000.0,899,28.18243,34.699022,1970.0,97.4,60,5000.0,1492,2,1,9,0
1,0,1,0,0,0,0,0,0,0,0,0,0,10000.0,899,28.203163,11.862283,8304.0,150.0,80,10000.0,1555,2,4,9,0
0,1,0,0,0,0,1,0,0,0,0,0,0,30000.0,899,28.204871,52.722118,2888.0,313.78,120,30000.0,1665,3,2,14,1
1,0,0,0,0,0,0,0,0,1,0,0,0,15000.0,899,28.206277,30.6769,8304.0,150.0,127,15000.0,1677,2,0,7,0
0,1,0,0,0,0,0,1,0,0,0,0,0,15000.0,899,28.207998,20.129457,15000.0,261.48,120,25000.0,1726,2,2,13,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,899,28.210007,10.90921,8304.0,250.0,96,20000.0,1554,2,4,14,1
0,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,899,28.226614,30.656581,10000.0,197.0,58,10000.0,1675,2,0,7,0
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,899,28.228497,10.781939,15000.0,208.47,85,15000.0,1491,2,1,14,0
0,1,1,0,0,0,0,0,0,0,0,0,0,24000.0,713,28.228642,11.827228,20000.0,210.12,120,20000.0,1731,2,2,9,1
0,1,0,0,0,0,0,0,0,0,1,0,0,18000.0,879,28.228886,23.669345,14250.0,499.34,39,18000.0,1712,2,4,15,1
0,1,0,0,0,0,0,0,0,0,1,0,0,32500.0,899,28.234229,33.647634,8304.0,350.0,93,27300.0,1444,2,0,12,0
1,0,1,0,0,0,0,0,0,0,0,0,0,27000.0,775,28.244333,16.646714,8304.0,250.0,120,24000.0,1704,2,4,13,1
0,1,0,0,1,0,0,0,0,0,0,0,0,20000.0,899,28.245132,33.636687,8304.0,247.52,80,0.0,1451,2,0,13,0
0,1,0,0,1,0,0,0,0,0,0,0,0,6500.0,899,28.251939,18.758535,3400.0,130.35,95,10000.0,1818,2,1,15,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,819,28.255549,17.909451,8304.0,212.0,127,21200.0,1558,2,4,11,1
0,1,0,0,1,0,0,0,0,0,0,0,0,14000.0,899,28.266012,19.969057,8304.0,708.74,30,20000.0,1730,2,2,9,1
0,1,1,0,0,0,0,0,0,0,0,0,0,22000.0,899,28.270354,12.800506,20000.0,1294.25,37,44500.0,1432,2,0,11,0
0,1,0,0,0,0,0,0,0,1,0,0,0,5000.0,1011,28.270569,10.744603,8304.0,100.0,58,5000.0,1652,2,0,13,1
0,1,1,0,0,0,0,0,0,0,0,0,0,6000.0,1051,28.271014,23.619943,6000.0,67.56,120,6000.0,1728,2,2,12,1
0,1,0,0,0,0,0,0,0,0,1,0,0,22500.0,899,28.272792,30.609872,8304.0,306.67,87,22500.0,1727,2,0,7,0
0,1,0,0,0,0,1,0,0,0,0,0,0,8000.0,899,28.275464,17.009605,8304.0,150.0,62,8000.0,1527,2,2,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,15000.0,899,28.282672,18.693148,831.0,178.6,120,17000.0,1538,2,2,16,0
0,1,0,0,0,0,1,0,0,0,0,0,0,35000.0,847,28.291768,23.593485,29350.0,366.08,120,35000.0,1822,2,1,10,1
0,1,1,0,0,0,0,0,0,0,0,0,0,22000.0,899,28.303575,12.732512,8304.0,550.0,40,20000.0,1710,2,3,10,0
0,1,0,0,0,0,1,0,0,0,0,0,0,5500.0,899,28.307233,33.574704,5500.0,244.54,24,5500.0,1406,2,0,8,0
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,798,28.308666,17.577534,10000.0,150.0,127,15000.0,1452,2,0,17,0
0,1,1,0,0,0,0,0,0,0,0,0,0,20000.0,899,28.361543,33.520331,8304.0,1000.0,21,20000.0,1451,2,0,13,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899,28.375482,33.506595,5000.0,100.25,58,5000.0,1429,2,0,9,0
0,1,0,0,0,0,0,0,1,0,0,0,0,25000.0,981,28.380877,6.868918,25000.0,261.48,120,25000.0,1555,2,4,13,1
0,1,0,0,0,1,0,0,0,0,0,0,0,22000.0,846,28.391459,13.605695,5000.0,260.0,103,22000.0,1701,2,1,9,0
0,1,0,0,1,0,0,0,0,0,0,0,0,37500.0,797,28.394073,23.530411,10841.0,392.22,120,37500.0,1706,2,4,12,1
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,899,28.394326,33.48773,20000.0,458.72,48,20000.0,1437,2,0,11,0
1,0,0,0,0,0,1,0,0,0,0,0,0,23000.0,859,28.397772,45.653782,8304.0,230.0,127,23000.0,1748,2,4,13,1
1,0,1,0,0,0,0,0,0,0,0,0,0,38000.0,899,28.416277,12.554127,8304.0,400.0,118,38000.0,1730,2,2,10,1
1,0,1,0,0,0,0,0,0,0,0,0,0,32500.0,899,28.980614,12.962387,10000.0,325.0,126,32500.0,1710,2,3,11,1
1,0,0,0,0,0,1,0,0,0,0,0,0,15000.0,899,28.986998,16.133828,1000.0,300.0,56,15000.0,1642,2,0,9,1
1,0,1,0,0,0,0,0,0,0,0,0,0,18500.0,899,28.990266,13.172452,8304.0,200.0,115,18500.0,1558,2,4,14,1
1,0,0,0,0,0,1,0,0,0,0,0,0,20000.0,899,28.995336,4.167652,8304.0,200.0,127,20000.0,1538,2,2,13,0
1,0,0,0,0,0,0,0,0,1,0,0,0,12000.0,719,29.004955,8.944283,8304.0,200.0,71,12000.0,1554,2,4,9,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,899,29.021948,8.929852,8304.0,300.0,56,15000.0,1646,2,0,7,0
1,0,0,0,0,1,0,0,0,0,0,0,0,41000.0,899,29.072619,16.054131,8304.0,500.0,111,45000.0,1730,2,2,9,1
1,0,0,0,0,0,1,0,0,0,0,0,0,25000.0,899,29.125017,32.141256,8304.0,250.0,126,25000.0,1855,2,4,9,1
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,969,29.336358,5.78099,15000.0,200.0,89,15000.0,1548,2,3,12,1
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,1047,29.353722,8.539738,5000.0,100.25,58,5000.0,1551,2,4,12,1
0,1,1,0,0,0,0,0,0,0,0,0,0,18000.0,899,29.356017,23.684618,18000.0,337.98,60,18000.0,1795,2,0,9,0
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,900,29.360733,17.526821,8304.0,150.0,127,15000.0,1447,2,0,14,0
0,1,0,0,1,0,0,0,0,0,0,0,0,13000.0,791,29.363578,10.849106,6960.0,256.1,58,13000.0,1727,2,2,12,1
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,899,29.376167,32.505401,8304.0,247.52,80,0.0,1442,2,0,16,0
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,899,29.410698,9.89964,10000.0,441.21,24,10000.0,1544,2,3,11,0
0,1,0,0,1,0,0,0,0,0,0,0,0,40000.0,890,29.464096,32.74533,8304.0,450.0,126,45000.0,1657,2,0,13,1
0,1,0,0,1,0,0,0,0,0,0,0,0,11000.0,1011,29.486721,11.73288,588.0,450.03,26,11000.0,1711,2,3,9,1
0,1,0,0,0,0,0,0,1,0,0,0,0,7500.0,878,29.489695,16.786981,7159.0,249.11,97,20000.0,1708,2,4,12,1
0,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,972,29.50011,10.401002,7566.0,302.21,36,10000.0,1661,2,0,15,1
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,1003,29.516252,11.61461,15000.0,200.6,89,15000.0,1699,2,1,14,1
0,1,1,0,0,0,0,0,0,0,0,0,0,8500.0,899,29.536492,10.597675,4100.0,347.37,60,18500.0,1418,2,0,8,0
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,901,29.563709,12.589114,5000.0,75.0,81,5000.0,1556,2,4,11,0
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,899,29.614432,8.293532,10468.0,157.59,120,15000.0,1555,2,4,13,1
0,1,0,0,1,0,0,0,0,0,0,0,0,15000.0,878,29.65666,31.474995,1500.0,300.0,56,15000.0,1744,2,4,10,1
0,1,0,0,0,0,0,1,0,0,0,0,0,6500.0,899,29.934803,31.947164,8304.0,55.0,138,5500.0,1558,2,4,11,0
0,1,0,0,0,1,0,0,0,0,0,0,0,8250.0,838,29.951306,24.927557,8304.0,125.0,76,7900.0,1857,2,4,12,1
0,1,0,0,0,0,0,0,1,0,0,0,0,8000.0,899,29.98992,5.178083,8000.0,466.99,18,8000.0,1558,2,4,11,0
0,1,0,0,0,0,1,0,0,0,0,0,0,25000.0,969,29.994828,12.051744,8304.0,300.0,101,25000.0,1558,2,4,11,0
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,899,30.005785,31.876055,8304.0,150.0,127,15000.0,1449,2,0,16,0
0,1,1,0,0,0,0,0,0,0,0,0,0,16000.0,1039,30.021883,5.035331,16000.0,200.99,96,16000.0,1540,2,3,14,1
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,899,30.026691,47.860962,15000.0,157.59,120,15000.0,1452,2,0,14,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899,30.029864,17.976997,8304.0,149.07,37,5000.0,1487,2,1,13,0
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,899,30.043032,33.838907,12000.0,448.17,36,15000.0,1558,2,2,19,0
0,1,0,0,1,0,0,0,0,0,0,0,0,5000.0,862,30.043315,18.957741,3400.0,100.0,58,5000.0,1812,2,1,15,1
0,1,0,0,0,0,0,0,1,0,0,0,0,10000.0,1033,30.063253,21.812449,10000.0,197.0,58,10000.0,1710,2,3,10,1
0,1,0,0,1,0,0,0,0,0,0,0,0,15000.0,699,30.070939,29.877065,8000.0,200.0,89,15000.0,1843,2,4,14,1
0,1,0,0,1,0,0,0,0,0,0,0,0,50000.0,899,30.081114,16.830092,8304.0,1500.0,36,50000.0,1546,2,3,18,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,1032,30.081364,8.10145,5000.0,252.12,21,5000.0,1647,2,0,11,1
0,1,0,0,0,0,1,0,0,0,0,0,0,15000.0,771,30.091632,10.859937,5000.0,150.0,127,15000.0,1558,2,4,11,0
0,1,0,0,0,0,1,0,0,0,0,0,0,7500.0,899,30.097349,31.784671,8304.0,208.0,127,20800.0,1470,2,0,19,0
0,1,0,0,1,0,0,0,0,0,0,0,0,11750.0,899,30.106872,32.774845,8304.0,150.0,97,11700.0,1494,2,1,9,0
0,1,0,0,0,0,1,0,0,0,0,0,0,25000.0,951,30.125197,22.01931,5070.84,138.0,134,13800.0,1828,2,2,8,1
0,1,0,0,1,0,0,0,0,0,0,0,0,7000.0,899,30.133168,32.748581,8304.0,78.82,120,7000.0,1492,2,1,15,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5750.0,956,30.148898,10.771281,10000.0,251.73,44,10000.0,1733,2,2,11,1
0,1,0,0,0,0,1,0,0,0,0,0,0,18500.0,899,30.15415,45.72729,8304.0,250.0,76,16300.0,1470,2,0,19,0
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,899,30.182767,31.698692,15000.0,157.59,120,15000.0,1443,2,0,15,0
0,1,0,0,1,0,0,0,0,0,0,0,0,15000.0,899,30.194443,31.686839,5000.0,202.5,88,15000.0,1558,2,4,11,0
0,1,0,0,0,0,0,0,1,0,0,0,0,17500.0,689,30.205162,21.719888,2204.0,281.65,60,15000.0,1837,2,3,7,1
0,1,0,0,0,0,1,0,0,0,0,0,0,8000.0,962,30.211269,21.676998,5103.68,244.52,36,8000.0,1734,2,4,6,1
0,1,1,0,0,0,0,0,0,0,0,0,0,16000.0,899,30.228517,8.771068,8304.0,250.0,60,13000.0,1540,2,2,13,0
0,1,0,0,1,0,0,0,0,0,0,0,0,21600.0,968,30.233981,23.796631,2.23,270.08,96,21500.0,1796,2,2,10,1
0,1,0,0,1,0,0,0,0,0,0,0,0,15000.0,960,30.25284,16.918899,8304.0,200.0,89,15000.0,1828,2,2,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,13300.0,899,30.262532,56.577544,4050.0,237.42,65,13300.0,1467,2,0,18,0
0,1,0,0,1,0,0,0,0,0,0,0,0,40000.0,899,30.278387,21.608447,1411.0,500.66,96,40000.0,1827,2,2,11,1
0,1,1,0,0,0,0,0,0,0,0,0,0,19000.0,899,30.292384,31.589219,19000.0,315.6,69,19000.0,1450,2,0,17,0
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,1094,30.316818,14.948063,5000.0,152.82,36,5000.0,1727,2,2,7,1
0,1,0,0,1,0,0,0,0,0,0,0,0,15000.0,899,30.323699,31.558002,8304.0,100.0,65,5500.0,1443,2,0,16,0
0,1,0,0,0,0,0,0,0,1,0,0,0,5000.0,844,30.334188,11.532866,3500.0,100.0,58,5000.0,1470,2,0,19,0
0,1,0,0,1,0,0,0,0,0,0,0,0,32000.0,899,30.339695,15.883996,8304.0,247.52,80,0.0,1491,2,1,8,0
0,1,0,0,0,0,1,0,0,0,0,0,0,40000.0,1013,30.376207,21.523559,40000.0,749.32,60,40000.0,1794,2,0,14,1
0,1,1,0,0,0,0,0,0,0,0,0,0,7000.0,1090,30.390545,8.690335,7000.0,165.4,48,7000.0,1642,2,0,10,1
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,899,30.393517,9.83371,8304.0,247.52,80,0.0,1477,2,0,19,0
0,1,1,0,0,0,0,0,0,0,0,0,0,13000.0,899,30.394386,10.633663,13000.0,248.65,60,13000.0,1716,2,3,7,1
0,1,1,0,0,0,0,0,0,0,0,0,0,6500.0,1012,30.398965,7.809148,6500.0,379.43,18,6500.0,1648,2,0,11,1
0,1,0,0,1,0,0,0,0,0,0,0,0,22000.0,936,30.408933,31.739297,8304.0,440.0,56,22000.0,1823,2,2,11,1
0,1,0,0,0,0,1,0,0,0,0,0,0,5500.0,817,30.42182,21.468405,5500.0,98.86,66,5500.0,1827,2,1,11,1
0,1,1,0,0,0,0,0,0,0,0,0,0,32000.0,934,30.427897,7.630373,17000.0,170.0,127,17000.0,1557,2,4,11,0
0,1,0,0,0,0,0,0,0,1,0,0,0,15000.0,899,30.431757,18.48489,15000.0,157.59,120,15000.0,1832,2,2,14,1
0,1,0,0,0,0,0,0,1,0,0,0,0,27500.0,899,30.457058,2.785566,27500.0,401.05,80,27500.0,1492,2,1,15,0
0,1,0,0,1,0,0,0,0,0,0,0,0,5000.0,871,30.469279,32.503361,1887.0,97.4,60,5000.0,1817,2,1,14,1
0,1,0,0,1,0,0,0,0,0,0,0,0,27500.0,872,30.472243,22.468391,4000.0,275.0,126,27500.0,1853,2,4,10,1
0,1,0,0,0,0,0,0,0,1,0,0,0,10000.0,899,30.47701,11.665309,10000.0,200.01,57,10000.0,1715,2,4,9,1
0,1,0,0,0,0,1,0,0,0,0,0,0,6000.0,930,30.484333,7.533266,6000.0,120.0,58,6000.0,1482,2,1,11,0
0,1,0,0,0,0,1,0,0,0,0,0,0,20000.0,899,30.53292,28.634702,20000.0,210.12,120,20000.0,1786,2,1,14,1
0,1,0,0,1,0,0,0,0,0,0,0,0,50000.0,791,30.539724,18.456586,4400.0,600.0,56,30000.0,1844,2,3,12,1
0,1,0,0,0,0,0,0,1,0,0,0,0,50000.0,899,30.543673,31.338069,24000.0,522.97,120,50000.0,1492,2,0,23,0
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,834,30.626068,21.615686,10000.0,129.26,96,10000.0,1821,2,1,9,1
0,1,0,0,0,0,1,0,0,0,0,0,0,5000.0,899,30.707445,35.174305,8304.0,100.0,58,5000.0,1556,2,4,19,0
0,1,0,0,1,0,0,0,0,0,0,0,0,20000.0,953,30.878809,7.129382,20000.0,375.53,60,20000.0,1645,2,0,8,1
0,1,0,0,0,0,0,0,0,1,0,0,0,10500.0,782,30.880274,52.247553,8304.0,463.27,24,10500.0,1837,2,2,7,1
0,1,1,0,0,0,0,0,0,0,0,0,0,7500.0,899,30.918873,0.388016,8304.0,300.0,27,7500.0,1450,2,0,17,0
0,1,0,0,0,0,1,0,0,0,0,0,0,8000.0,935,30.922287,24.014052,8000.0,689.69,12,8000.0,1806,2,2,8,1
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,853,30.923338,16.016276,10000.0,200.0,89,15000.0,1708,2,3,14,1
0,1,0,0,0,0,1,0,0,0,0,0,0,20000.0,964,30.926523,20.934782,9040.0,349.97,65,20000.0,1709,2,3,14,1
0,1,0,0,0,0,0,0,0,1,0,0,0,5000.0,899,30.931123,7.058267,5000.0,103.32,56,5000.0,1437,2,0,11,0
0,1,0,0,0,0,1,0,0,0,0,0,0,20000.0,899,30.939764,30.941621,20000.0,210.12,120,20000.0,1717,3,3,7,0
0,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,926,30.943998,11.034048,10000.0,175.0,67,10000.0,1451,2,0,13,0
0,1,1,0,0,0,0,0,0,0,0,0,0,15000.0,979,30.944451,3.065606,13750.0,250.0,69,15000.0,1560,2,3,7,0
1,0,0,0,0,0,1,0,0,0,0,0,0,25000.0,899,30.944826,4.129691,5000.0,250.0,126,25000.0,1560,2,4,8,0
0,1,0,0,1,0,0,0,0,0,0,0,0,35000.0,899,30.945584,10.234315,12320.0,366.08,120,35000.0,1653,2,0,12,0
1,0,1,0,0,0,0,0,0,0,0,0,0,45500.0,899,30.945616,10.235939,8304.0,455.0,126,45500.0,1588,2,5,14,0
0,1,1,0,0,0,0,0,0,0,0,0,0,10000.0,899,30.946526,30.934834,10000.0,200.01,57,10000.0,1719,3,3,7,0
1,0,0,0,0,0,1,0,0,0,0,0,0,7500.0,899,30.947806,7.311108,2500.0,100.0,94,7500.0,1640,2,0,10,0
0,1,0,0,0,0,1,0,0,0,0,0,0,16000.0,899,30.94853,16.934197,16000.0,200.99,96,16000.0,1487,2,1,9,0
1,0,1,0,0,0,0,0,0,0,0,0,0,20000.0,899,30.949922,7.308074,8304.0,300.0,78,20000.0,1588,2,5,14,0
1,0,0,1,0,0,0,0,0,0,0,0,0,25200.0,804,30.950032,10.094163,8304.0,500.0,56,25200.0,1710,2,3,9,0
1,0,0,0,1,0,0,0,0,0,0,0,0,9750.0,899,30.951576,8.147269,8304.0,200.0,61,10500.0,1484,2,1,11,0
1,0,1,0,0,0,0,0,0,0,0,0,0,25000.0,899,30.953346,4.317518,8304.0,400.0,72,25000.0,1483,2,1,9,0
1,0,0,0,0,0,0,0,0,1,0,0,0,20000.0,899,30.953633,8.121479,8304.0,200.0,127,20000.0,1640,2,0,8,1
1,0,0,0,0,0,1,0,0,0,0,0,0,10000.0,899,30.956386,8.233749,8304.0,100.0,134,10000.0,1643,2,0,9,1
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,986,30.958364,20.924016,9247.0,522.97,120,50000.0,1830,2,2,13,1
1,0,0,0,0,0,1,0,0,0,0,0,0,22000.0,899,30.958832,9.208216,500.0,220.0,127,22000.0,1483,2,1,11,0
0,1,0,0,0,0,1,0,0,0,0,0,0,10000.0,899,30.959116,30.922564,10000.0,302.21,36,10000.0,1700,3,3,7,0
1,0,0,0,0,0,0,0,0,0,0,1,0,30000.0,899,30.962693,10.245599,8304.0,600.0,56,30000.0,1488,2,1,12,0
1,0,0,0,0,1,0,0,0,0,0,0,0,23000.0,824,30.965789,18.162169,8304.0,500.0,51,23000.0,1839,2,3,10,1
0,1,0,0,0,0,0,0,0,0,1,0,0,12750.0,899,30.967034,31.914483,6484.0,139.27,120,12800.0,1701,2,1,9,0
0,1,0,0,0,0,0,0,0,1,0,0,0,12000.0,899,30.96792,30.913751,8304.0,250.0,55,12000.0,1701,3,3,7,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,944,30.968246,20.884575,7000.0,136.35,60,7000.0,1826,2,1,11,1
1,0,0,0,0,0,0,0,0,0,0,0,1,25000.0,899,30.969464,10.053144,8304.0,300.0,101,25000.0,1483,2,1,11,0
0,1,0,0,0,0,0,0,0,0,1,0,0,50000.0,800,30.969488,51.169325,8304.0,1083.42,51,50000.0,1716,2,4,8,1
1,0,0,0,0,0,0,0,0,0,0,1,0,7000.0,899,30.972151,34.909535,8304.0,100.0,134,10000.0,1554,2,4,13,0
0,1,0,0,0,0,0,0,0,1,0,0,0,15000.0,918,30.982488,20.940548,2558.0,200.6,89,15000.0,1838,2,3,8,1
0,1,1,0,0,0,0,0,0,0,0,0,0,7500.0,899,30.983041,31.898422,7500.0,646.58,12,7500.0,1482,2,1,11,0
0,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,929,30.983762,9.19821,5000.0,371.4,14,5000.0,1696,2,1,10,1
