trace_id,_Start#duration,_Start#end_time,_Start#occurred,_Start#resourceCost,_Start#start_time,_Start@duration,_Start@occurred,_Start@resourceCost,A_Cancelled#duration,A_Cancelled#end_time,A_Cancelled#occurred,A_Cancelled#resourceCost,A_Cancelled#start_time,A_Cancelled@duration,A_Cancelled@occurred,A_Cancelled@resourceCost,A_Create_Application#duration,A_Create_Application#end_time,A_Create_Application#occurred,A_Create_Application#resourceCost,A_Create_Application#start_time,A_Create_Application@duration,A_Create_Application@occurred,A_Create_Application@resourceCost,A_Denied#duration,A_Denied#occurred,A_Denied#resourceCost,A_Denied@duration,A_Denied@occurred,A_Denied@resourceCost,A_Pending#duration,A_Pending#occurred,A_Pending#resourceCost,A_Pending@duration,A_Pending@occurred,A_Pending@resourceCost,W_Call_incomplete_files#duration,W_Call_incomplete_files#end_time,W_Call_incomplete_files#occurred,W_Call_incomplete_files#resourceCost,W_Call_incomplete_files#start_time,W_Call_incomplete_files@duration,W_Call_incomplete_files@occurred,W_Call_incomplete_files@resourceCost,W_Complete_application#duration,W_Complete_application#end_time,W_Complete_application#occurred,W_Complete_application#resourceCost,W_Complete_application#start_time,W_Complete_application@duration,W_Complete_application@occurred,W_Complete_application@resourceCost,W_Validate_application#duration,W_Validate_application#end_time,W_Validate_application#occurred,W_Validate_application#resourceCost,W_Validate_application#start_time,W_Validate_application@duration,W_Validate_application@occurred,W_Validate_application@resourceCost,_End#duration,_End#end_time,_End#occurred,_End#resourceCost,_End#start_time,_End@duration,_End@occurred,_End@resourceCost,_Path,1_if_W_Validate_application#duration_<_3600.0_then_INSERT_W_Call_incomplete_files_(_#duration_3600.0_);,_Label
769,0.0,2024-08-13T09:00:00.000+00:00,1,0.0,2024-08-13T09:00:00.000+00:00,0.0,1.0,0.0,3600.0,2024-08-13T13:50:14.584000+00:00,1.0,20.0,2024-08-13T12:50:14.584000+00:00,17414.584,6.0,76.75,3600.0,2024-08-13T10:00:00.000+00:00,1,20.0,2024-08-13T09:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,2024-08-13T12:50:14.584000+00:00,1.0,0.0,2024-08-13T11:50:14.584+00:00,13814.583999999999,5.0,56.75,3600.0,2024-08-13T11:00:00.000+00:00,1,20.0,2024-08-13T10:00:00.000+00:00,7200.0,3.0,40.0,3014.584,2024-08-13T11:50:14.584+00:00,1,16.75,2024-08-13T11:00:00.000+00:00,10214.583999999999,4.0,56.75,0.0,2024-08-13T13:50:14.584000+00:00,1,0.0,2024-08-13T13:50:14.584000+00:00,17414.584,7.0,76.75,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,W_Call_incomplete_files,A_Cancelled,_End",1,1.0
840,0.0,2024-08-23T16:00:00.000+00:00,1,0.0,2024-08-23T16:00:00.000+00:00,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-08-26T09:00:00.000+00:00,1,20.0,2024-08-26T08:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,1.0,20.0,15254.408,5.0,84.75,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-08-26T10:00:00.000+00:00,1,20.0,2024-08-26T09:00:00.000+00:00,7200.0,3.0,40.0,4454.408,2024-08-26T11:14:14.408+00:00,1,24.75,2024-08-26T10:00:00.000+00:00,11654.408,4.0,64.75,0.0,2024-08-26T12:14:14.408+00:00,1,0.0,2024-08-26T12:14:14.408+00:00,15254.408,6.0,84.75,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,A_Pending,_End",0,0.0
172,0.0,2024-04-30T12:00:00.000+00:00,1,0.0,2024-04-30T12:00:00.000+00:00,0.0,1.0,0.0,61200.0,2024-05-01T08:07:08.256+00:00,1.0,20.0,2024-04-30T15:07:08.256+00:00,72428.256,5.0,82.38,3600.0,2024-04-30T13:00:00.000+00:00,1,20.0,2024-04-30T12:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-04-30T14:00:00.000+00:00,1,20.0,2024-04-30T13:00:00.000+00:00,7200.0,3.0,40.0,4028.256,2024-04-30T15:07:08.256+00:00,1,22.38,2024-04-30T14:00:00.000+00:00,11228.256,4.0,62.379999999999995,0.0,2024-05-01T08:07:08.256+00:00,1,0.0,2024-05-01T08:07:08.256+00:00,72428.256,6.0,82.38,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,A_Cancelled,_End",0,0.0
916,0.0,2024-09-06T12:00:00.000+00:00,1,0.0,2024-09-06T12:00:00.000+00:00,0.0,1.0,0.0,234000.0,2024-09-09T08:17:03.108+00:00,1.0,20.0,2024-09-06T15:17:03.108+00:00,245823.108,5.0,85.68,3600.0,2024-09-06T13:00:00.000+00:00,1,20.0,2024-09-06T12:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-09-06T14:00:00.000+00:00,1,20.0,2024-09-06T13:00:00.000+00:00,7200.0,3.0,40.0,4623.108,2024-09-06T15:17:03.108+00:00,1,25.68,2024-09-06T14:00:00.000+00:00,11823.108,4.0,65.68,0.0,2024-09-09T08:17:03.108+00:00,1,0.0,2024-09-09T08:17:03.108+00:00,245823.108,6.0,85.68,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,A_Cancelled,_End",0,0.0
933,0.0,2024-09-10T13:00:00.000+00:00,1,0.0,2024-09-10T13:00:00.000+00:00,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-09-10T14:00:00.000+00:00,1,20.0,2024-09-10T13:00:00.000+00:00,3600.0,2.0,20.0,61200.0,1.0,20.0,74750.709,6.0,75.28,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,2024-09-10T16:45:50.709000+00:00,1.0,0.0,2024-09-10T15:45:50.709+00:00,13550.708999999999,5.0,55.28,3600.0,2024-09-10T15:00:00.000+00:00,1,20.0,2024-09-10T14:00:00.000+00:00,7200.0,3.0,40.0,2750.709,2024-09-10T15:45:50.709+00:00,1,15.28,2024-09-10T15:00:00.000+00:00,9950.708999999999,4.0,55.28,0.0,2024-09-11T09:45:50.709000+00:00,1,0.0,2024-09-11T09:45:50.709000+00:00,74750.709,7.0,75.28,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,W_Call_incomplete_files,A_Denied,_End",1,1.0
958,0.0,2024-09-13T14:00:00.000+00:00,1,0.0,2024-09-13T14:00:00.000+00:00,0.0,1.0,0.0,3600.0,2024-09-16T10:56:57.888000+00:00,1.0,20.0,2024-09-16T09:56:57.888000+00:00,17817.888,6.0,78.99,3600.0,2024-09-13T15:00:00.000+00:00,1,20.0,2024-09-13T14:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,2024-09-16T09:56:57.888000+00:00,1.0,0.0,2024-09-16T08:56:57.888+00:00,14217.887999999999,5.0,58.989999999999995,3600.0,2024-09-13T16:00:00.000+00:00,1,20.0,2024-09-13T15:00:00.000+00:00,7200.0,3.0,40.0,3417.888,2024-09-16T08:56:57.888+00:00,1,18.99,2024-09-16T08:00:00.000+00:00,10617.887999999999,4.0,58.989999999999995,0.0,2024-09-16T10:56:57.888000+00:00,1,0.0,2024-09-16T10:56:57.888000+00:00,17817.888,7.0,78.99,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,W_Call_incomplete_files,A_Cancelled,_End",1,1.0
130,0.0,2024-04-23T10:00:00.000+00:00,1,0.0,2024-04-23T10:00:00.000+00:00,0.0,1.0,0.0,3600.0,2024-04-23T14:07:48.170+00:00,1.0,20.0,2024-04-23T13:07:48.170+00:00,14868.17,5.0,82.6,3600.0,2024-04-23T11:00:00.000+00:00,1,20.0,2024-04-23T10:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-04-23T12:00:00.000+00:00,1,20.0,2024-04-23T11:00:00.000+00:00,7200.0,3.0,40.0,4068.17,2024-04-23T13:07:48.170+00:00,1,22.6,2024-04-23T12:00:00.000+00:00,11268.17,4.0,62.6,0.0,2024-04-23T14:07:48.170+00:00,1,0.0,2024-04-23T14:07:48.170+00:00,14868.17,6.0,82.6,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,A_Cancelled,_End",0,0.0
882,0.0,2024-09-02T10:00:00.000+00:00,1,0.0,2024-09-02T10:00:00.000+00:00,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-09-02T11:00:00.000+00:00,1,20.0,2024-09-02T10:00:00.000+00:00,3600.0,2.0,20.0,3600.0,1.0,20.0,14559.32,5.0,80.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-09-02T12:00:00.000+00:00,1,20.0,2024-09-02T11:00:00.000+00:00,7200.0,3.0,40.0,3759.32,2024-09-02T13:02:39.320+00:00,1,20.89,2024-09-02T12:00:00.000+00:00,10959.32,4.0,60.89,0.0,2024-09-02T14:02:39.320+00:00,1,0.0,2024-09-02T14:02:39.320+00:00,14559.32,6.0,80.89,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,A_Denied,_End",0,0.0
744,0.0,2024-08-07T16:00:00.000+00:00,1,0.0,2024-08-07T16:00:00.000+00:00,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-08-08T09:00:00.000+00:00,1,20.0,2024-08-08T08:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,1.0,20.0,17092.052,6.0,74.96000000000001,3600.0,2024-08-08T11:44:52.052000+00:00,1.0,0.0,2024-08-08T10:44:52.052+00:00,13492.052,5.0,54.96,3600.0,2024-08-08T10:00:00.000+00:00,1,20.0,2024-08-08T09:00:00.000+00:00,7200.0,3.0,40.0,2692.052,2024-08-08T10:44:52.052+00:00,1,14.96,2024-08-08T10:00:00.000+00:00,9892.052,4.0,54.96,0.0,2024-08-08T12:44:52.052000+00:00,1,0.0,2024-08-08T12:44:52.052000+00:00,17092.052,7.0,74.96000000000001,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,W_Call_incomplete_files,A_Pending,_End",1,1.0
702,0.0,2024-07-31T14:00:00.000+00:00,1,0.0,2024-07-31T14:00:00.000+00:00,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-07-31T15:00:00.000+00:00,1,20.0,2024-07-31T14:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,1.0,20.0,16995.73,6.0,74.42,3600.0,2024-08-01T09:43:15.730000+00:00,1.0,0.0,2024-08-01T08:43:15.730+00:00,13395.73,5.0,54.42,3600.0,2024-07-31T16:00:00.000+00:00,1,20.0,2024-07-31T15:00:00.000+00:00,7200.0,3.0,40.0,2595.73,2024-08-01T08:43:15.730+00:00,1,14.42,2024-08-01T08:00:00.000+00:00,9795.73,4.0,54.42,0.0,2024-08-01T10:43:15.730000+00:00,1,0.0,2024-08-01T10:43:15.730000+00:00,16995.73,7.0,74.42,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,W_Call_incomplete_files,A_Pending,_End",1,1.0
786,0.0,2024-08-15T10:00:00.000+00:00,1,0.0,2024-08-15T10:00:00.000+00:00,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-08-15T11:00:00.000+00:00,1,20.0,2024-08-15T10:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,1.0,20.0,15261.866,5.0,84.78999999999999,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-08-15T12:00:00.000+00:00,1,20.0,2024-08-15T11:00:00.000+00:00,7200.0,3.0,40.0,4461.866,2024-08-15T13:14:21.866+00:00,1,24.79,2024-08-15T12:00:00.000+00:00,11661.866,4.0,64.78999999999999,0.0,2024-08-15T14:14:21.866+00:00,1,0.0,2024-08-15T14:14:21.866+00:00,15261.866,6.0,84.78999999999999,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,A_Pending,_End",0,0.0
138,0.0,2024-04-24T10:00:00.000+00:00,1,0.0,2024-04-24T10:00:00.000+00:00,0.0,1.0,0.0,3600.0,2024-04-24T14:42:07.869000+00:00,1.0,20.0,2024-04-24T13:42:07.869000+00:00,16927.869,6.0,74.03999999999999,3600.0,2024-04-24T11:00:00.000+00:00,1,20.0,2024-04-24T10:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,2024-04-24T13:42:07.869000+00:00,1.0,0.0,2024-04-24T12:42:07.869+00:00,13327.869,5.0,54.04,3600.0,2024-04-24T12:00:00.000+00:00,1,20.0,2024-04-24T11:00:00.000+00:00,7200.0,3.0,40.0,2527.869,2024-04-24T12:42:07.869+00:00,1,14.04,2024-04-24T12:00:00.000+00:00,9727.869,4.0,54.04,0.0,2024-04-24T14:42:07.869000+00:00,1,0.0,2024-04-24T14:42:07.869000+00:00,16927.869,7.0,74.03999999999999,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,W_Call_incomplete_files,A_Cancelled,_End",1,1.0
155,0.0,2024-04-26T11:00:00.000+00:00,1,0.0,2024-04-26T11:00:00.000+00:00,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-04-26T12:00:00.000+00:00,1,20.0,2024-04-26T11:00:00.000+00:00,3600.0,2.0,20.0,3600.0,1.0,20.0,17260.163,6.0,75.89,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,2024-04-26T14:47:40.163000+00:00,1.0,0.0,2024-04-26T13:47:40.163+00:00,13660.163,5.0,55.89,3600.0,2024-04-26T13:00:00.000+00:00,1,20.0,2024-04-26T12:00:00.000+00:00,7200.0,3.0,40.0,2860.163,2024-04-26T13:47:40.163+00:00,1,15.89,2024-04-26T13:00:00.000+00:00,10060.163,4.0,55.89,0.0,2024-04-26T15:47:40.163000+00:00,1,0.0,2024-04-26T15:47:40.163000+00:00,17260.163,7.0,75.89,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,W_Call_incomplete_files,A_Denied,_End",1,1.0
606,0.0,2024-07-15T14:00:00.000+00:00,1,0.0,2024-07-15T14:00:00.000+00:00,0.0,1.0,0.0,3600.0,2024-07-16T10:47:10.445000+00:00,1.0,20.0,2024-07-16T09:47:10.445000+00:00,17230.445,6.0,75.72,3600.0,2024-07-15T15:00:00.000+00:00,1,20.0,2024-07-15T14:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,2024-07-16T09:47:10.445000+00:00,1.0,0.0,2024-07-16T08:47:10.445+00:00,13630.445,5.0,55.72,3600.0,2024-07-15T16:00:00.000+00:00,1,20.0,2024-07-15T15:00:00.000+00:00,7200.0,3.0,40.0,2830.445,2024-07-16T08:47:10.445+00:00,1,15.72,2024-07-16T08:00:00.000+00:00,10030.445,4.0,55.72,0.0,2024-07-16T10:47:10.445000+00:00,1,0.0,2024-07-16T10:47:10.445000+00:00,17230.445,7.0,75.72,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,W_Call_incomplete_files,A_Cancelled,_End",1,1.0
623,0.0,2024-07-17T15:00:00.000+00:00,1,0.0,2024-07-17T15:00:00.000+00:00,0.0,1.0,0.0,3600.0,2024-07-18T11:05:08.434+00:00,1.0,20.0,2024-07-18T10:05:08.434+00:00,14708.434000000001,5.0,81.71000000000001,3600.0,2024-07-17T16:00:00.000+00:00,1,20.0,2024-07-17T15:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-07-18T09:00:00.000+00:00,1,20.0,2024-07-18T08:00:00.000+00:00,7200.0,3.0,40.0,3908.434,2024-07-18T10:05:08.434+00:00,1,21.71,2024-07-18T09:00:00.000+00:00,11108.434000000001,4.0,61.71,0.0,2024-07-18T11:05:08.434+00:00,1,0.0,2024-07-18T11:05:08.434+00:00,14708.434000000001,6.0,81.71000000000001,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,A_Cancelled,_End",0,0.0
197,0.0,2024-05-03T13:00:00.000+00:00,1,0.0,2024-05-03T13:00:00.000+00:00,0.0,1.0,0.0,3600.0,2024-05-06T09:15:32.306+00:00,1.0,20.0,2024-05-06T08:15:32.306+00:00,245732.306,5.0,85.18,3600.0,2024-05-03T14:00:00.000+00:00,1,20.0,2024-05-03T13:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-05-03T15:00:00.000+00:00,1,20.0,2024-05-03T14:00:00.000+00:00,7200.0,3.0,40.0,234932.306,2024-05-06T08:15:32.306+00:00,1,25.18,2024-05-03T15:00:00.000+00:00,242132.306,4.0,65.18,0.0,2024-05-06T09:15:32.306+00:00,1,0.0,2024-05-06T09:15:32.306+00:00,245732.306,6.0,85.18,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,A_Cancelled,_End",0,0.0
640,0.0,2024-07-19T16:00:00.000+00:00,1,0.0,2024-07-19T16:00:00.000+00:00,0.0,1.0,0.0,3600.0,2024-07-22T12:42:46.053000+00:00,1.0,20.0,2024-07-22T11:42:46.053000+00:00,16966.053,6.0,74.25999999999999,3600.0,2024-07-22T09:00:00.000+00:00,1,20.0,2024-07-22T08:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,2024-07-22T11:42:46.053000+00:00,1.0,0.0,2024-07-22T10:42:46.053+00:00,13366.053,5.0,54.26,3600.0,2024-07-22T10:00:00.000+00:00,1,20.0,2024-07-22T09:00:00.000+00:00,7200.0,3.0,40.0,2566.053,2024-07-22T10:42:46.053+00:00,1,14.26,2024-07-22T10:00:00.000+00:00,9766.053,4.0,54.26,0.0,2024-07-22T12:42:46.053000+00:00,1,0.0,2024-07-22T12:42:46.053000+00:00,16966.053,7.0,74.25999999999999,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,W_Call_incomplete_files,A_Cancelled,_End",1,1.0
648,0.0,2024-07-22T16:00:00.000+00:00,1,0.0,2024-07-22T16:00:00.000+00:00,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-07-23T09:00:00.000+00:00,1,20.0,2024-07-23T08:00:00.000+00:00,3600.0,2.0,20.0,3600.0,1.0,20.0,17678.18,6.0,78.21000000000001,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,2024-07-23T11:54:38.180000+00:00,1.0,0.0,2024-07-23T10:54:38.180+00:00,14078.18,5.0,58.21,3600.0,2024-07-23T10:00:00.000+00:00,1,20.0,2024-07-23T09:00:00.000+00:00,7200.0,3.0,40.0,3278.18,2024-07-23T10:54:38.180+00:00,1,18.21,2024-07-23T10:00:00.000+00:00,10478.18,4.0,58.21,0.0,2024-07-23T12:54:38.180000+00:00,1,0.0,2024-07-23T12:54:38.180000+00:00,17678.18,7.0,78.21000000000001,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,W_Call_incomplete_files,A_Denied,_End",1,1.0
682,0.0,2024-07-29T10:00:00.000+00:00,1,0.0,2024-07-29T10:00:00.000+00:00,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-07-29T11:00:00.000+00:00,1,20.0,2024-07-29T10:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,1.0,20.0,17746.565000000002,6.0,78.59,3600.0,2024-07-29T13:55:46.565000+00:00,1.0,0.0,2024-07-29T12:55:46.565+00:00,14146.565,5.0,58.59,3600.0,2024-07-29T12:00:00.000+00:00,1,20.0,2024-07-29T11:00:00.000+00:00,7200.0,3.0,40.0,3346.565,2024-07-29T12:55:46.565+00:00,1,18.59,2024-07-29T12:00:00.000+00:00,10546.565,4.0,58.59,0.0,2024-07-29T14:55:46.565000+00:00,1,0.0,2024-07-29T14:55:46.565000+00:00,17746.565000000002,7.0,78.59,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,W_Call_incomplete_files,A_Pending,_End",1,1.0
46,0.0,2024-04-08T14:00:00.000+00:00,1,0.0,2024-04-08T14:00:00.000+00:00,0.0,1.0,0.0,3600.0,2024-04-09T10:46:18.117000+00:00,1.0,20.0,2024-04-09T09:46:18.117000+00:00,17178.117,6.0,75.43,3600.0,2024-04-08T15:00:00.000+00:00,1,20.0,2024-04-08T14:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,2024-04-09T09:46:18.117000+00:00,1.0,0.0,2024-04-09T08:46:18.117+00:00,13578.117,5.0,55.43,3600.0,2024-04-08T16:00:00.000+00:00,1,20.0,2024-04-08T15:00:00.000+00:00,7200.0,3.0,40.0,2778.117,2024-04-09T08:46:18.117+00:00,1,15.43,2024-04-09T08:00:00.000+00:00,9978.117,4.0,55.43,0.0,2024-04-09T10:46:18.117000+00:00,1,0.0,2024-04-09T10:46:18.117000+00:00,17178.117,7.0,75.43,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,W_Call_incomplete_files,A_Cancelled,_End",1,1.0
761,0.0,2024-08-12T09:00:00.000+00:00,1,0.0,2024-08-12T09:00:00.000+00:00,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-08-12T10:00:00.000+00:00,1,20.0,2024-08-12T09:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,1.0,20.0,15415.659,5.0,85.64,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-08-12T11:00:00.000+00:00,1,20.0,2024-08-12T10:00:00.000+00:00,7200.0,3.0,40.0,4615.659,2024-08-12T12:16:55.659+00:00,1,25.64,2024-08-12T11:00:00.000+00:00,11815.659,4.0,65.64,0.0,2024-08-12T13:16:55.659+00:00,1,0.0,2024-08-12T13:16:55.659+00:00,15415.659,6.0,85.64,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,A_Pending,_End",0,0.0
527,0.0,2024-07-01T15:00:00.000+00:00,1,0.0,2024-07-01T15:00:00.000+00:00,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-07-01T16:00:00.000+00:00,1,20.0,2024-07-01T15:00:00.000+00:00,3600.0,2.0,20.0,3600.0,1.0,20.0,14812.118,5.0,82.28999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-07-02T09:00:00.000+00:00,1,20.0,2024-07-02T08:00:00.000+00:00,7200.0,3.0,40.0,4012.118,2024-07-02T10:06:52.118+00:00,1,22.29,2024-07-02T09:00:00.000+00:00,11212.118,4.0,62.29,0.0,2024-07-02T11:06:52.118+00:00,1,0.0,2024-07-02T11:06:52.118+00:00,14812.118,6.0,82.28999999999999,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,A_Denied,_End",0,0.0
569,0.0,2024-07-09T09:00:00.000+00:00,1,0.0,2024-07-09T09:00:00.000+00:00,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-07-09T10:00:00.000+00:00,1,20.0,2024-07-09T09:00:00.000+00:00,3600.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,1.0,20.0,14940.351999999999,5.0,83.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-07-09T11:00:00.000+00:00,1,20.0,2024-07-09T10:00:00.000+00:00,7200.0,3.0,40.0,4140.352,2024-07-09T12:09:00.352+00:00,1,23.0,2024-07-09T11:00:00.000+00:00,11340.351999999999,4.0,63.0,0.0,2024-07-09T13:09:00.352+00:00,1,0.0,2024-07-09T13:09:00.352+00:00,14940.351999999999,6.0,83.0,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,A_Pending,_End",0,0.0
88,0.0,2024-04-15T16:00:00.000+00:00,1,0.0,2024-04-15T16:00:00.000+00:00,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-04-16T09:00:00.000+00:00,1,20.0,2024-04-16T08:00:00.000+00:00,3600.0,2.0,20.0,3600.0,1.0,20.0,17848.334,6.0,79.16,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,2024-04-16T11:57:28.334000+00:00,1.0,0.0,2024-04-16T10:57:28.334+00:00,14248.333999999999,5.0,59.16,3600.0,2024-04-16T10:00:00.000+00:00,1,20.0,2024-04-16T09:00:00.000+00:00,7200.0,3.0,40.0,3448.334,2024-04-16T10:57:28.334+00:00,1,19.16,2024-04-16T10:00:00.000+00:00,10648.333999999999,4.0,59.16,0.0,2024-04-16T12:57:28.334000+00:00,1,0.0,2024-04-16T12:57:28.334000+00:00,17848.334,7.0,79.16,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,W_Call_incomplete_files,A_Denied,_End",1,1.0
63,0.0,2024-04-10T15:00:00.000+00:00,1,0.0,2024-04-10T15:00:00.000+00:00,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-04-10T16:00:00.000+00:00,1,20.0,2024-04-10T15:00:00.000+00:00,3600.0,2.0,20.0,3600.0,1.0,20.0,14937.435000000001,5.0,82.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3600.0,2024-04-11T09:00:00.000+00:00,1,20.0,2024-04-11T08:00:00.000+00:00,7200.0,3.0,40.0,4137.435,2024-04-11T10:08:57.435+00:00,1,22.99,2024-04-11T09:00:00.000+00:00,11337.435000000001,4.0,62.989999999999995,0.0,2024-04-11T11:08:57.435+00:00,1,0.0,2024-04-11T11:08:57.435+00:00,14937.435000000001,6.0,82.99,"_Start,A_Create_Application,W_Complete_application,W_Validate_application,A_Denied,_End",0,0.0
